Class of,College,IPED,Admission Decision,GPA,SAT Single,SAT Super,SAT CR,SAT M,__ SAT W,ACT,Sub Test 1,Sub Test 2,Major,AP/IB/Coll,Honors,App Deadline,Home State,HS Level,Merit Scholarship,URM
2020,Temple University,216339,Accepted  ,4,1480,,690,790,,34,800,720,Biology ,10,22,EA  ,VA, PubR,"$120,000 ",
2020,Temple University,216339,Accepted  ,3.67,,1460,740,720,,,,,Film - Media Arts ,8,,EA  ,NY, PubR,,
2016,Tennessee Technological University,221847,Accepted  ,3.65,,1990,710,670,610,,,,Engineering - Chemical,20,,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Guaranteed Transfer,3.57,,1190,600,590,,,,,Environmental Science  ,8,16,EA  ,TX, PubR,,
2016,Texas A & M University-College Station,228723,Accepted  ,3.96,,1860,580,630,650,,,,Business   ,22,,,TX,PrivA,,
2018,Texas A & M University-College Station,228723,Not Accepted,3.14,,1130,560,570,,,,,Biology - Animal & Vet Science,2,8,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.87,,1370,690,680,,,,,Undecided,14,22,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.02,,1440,730,710,,32,,,Business   ,16,9,,TX, PubR,,checked
2019,Texas A & M University-College Station,228723,Alternate Admission,3.05,,,,,,29,,,Kinesiology - Exercise Physiology,16,14,,TX,PubA,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.32,,2350,800,750,800,,770,770,Engineering - Biomedical,24,12,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.82,,1410,730,680,,,,,Biology  ,20,22,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.87,,1430,730,700,,,,,Engineering - Biomedical,20,22,EA  ,TX, PubR,"$5,000 ",
2016,Texas A & M University-College Station,228723,Alternate Admission,3,,1690,560,520,610,,,,Nursing,14,,,TX, PubR,,
2016,Texas A & M University-College Station,228723,Alternate Admission,3.93,,1740,570,630,540,,,,Biology  ,18,,,TX, PubR,,
2019,Texas A & M University-College Station,228723,Not Accepted,3.23,,,,,,26,,,Nursing,2,4,EA  ,CA,PubA,,
2019,Texas A & M University-College Station,228723,Alternate Admission,3.5,,1340,690,650,,,,,Business - Marketing,,,,TX,,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,1440,700,740,,30,700,,Engineering - Biomedical,24,20,EA  ,TX, PubR,"$40,000 ",
2019,Texas A & M University-College Station,228723,Accepted  ,2.5,,,,,,34,,,Political Science,9,2,,VA, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.52,,1520,770,760,,34,700,,Economics ,22,38,,TX, PubR,,
2019,Texas A & M University-College Station,228723,Alternate Admission,3.29,,1420,740,680,,,,,Computer Science ,16,18,,TX, PubR,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.82,,,,,,,730,730,Psychology,24,0,,TX, PubR,,checked
2018,Texas A & M University-College Station,228723,Accepted (Spring Semester),3.35,,,,,,26,,,Biology - Animal & Vet Science,4,4,,CA,PrivA,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.7,1420,1420,690,730,,,,,Business   ,20,18,,TX, PubR,,
2016,Texas A & M University-College Station,228723,Accepted  ,3.43,,,,,,,,,Psychology,13,,,TX,PubA,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.66,,,,,,33,770,700,Business - Finance,14,16,EA  ,CA,PrivR,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.83,,,,,,,800,760,Engineering ,22,,,TX, PubR,,
2019,Texas A & M University-College Station,228723,Alternate Admission,3.1,,1090,580,510,,21,,,Animal & Vet Science,6,4,,TX,PrivA,,
2017,Texas A & M University-College Station,228723,Not Accepted,3.57,,,,,,,,,Computer Science ,10,0,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Not Accepted,3.5,,,,,,22,,,Business   ,2,0,,WA,PubA,,
2017,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,,,,Engineering - Mechanical ,16,18,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.53,,,,,,29,,,Engineering - Nuclear,16,20,,TX,PubA,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.8,,1380,620,760,,,,,Engineering - Architectural,4,18,EA  ,TX, PubR,,checked
2017,Texas A & M University-College Station,228723,Accepted  ,3.81,,2310,760,750,800,,790,760,Neuroscience,26,0,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,1570,780,790,,,800,770,Pre - Vet,18,8,,CA, PubR,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.9,,,,,,,,,Undecided,18,4,,TX,PrivR,,
2016,Texas A & M University-College Station,228723,Accepted  ,4,,2290,730,760,800,,,,International Studies,24,,,TX, PubR,,
2017,Texas A & M University-College Station,228723,Accepted  ,4,,1380,660,730,,,,,Architecture,30,16,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.88,,,,,,30,,,Biology - Animal & Vet Science,18,16,EA  ,TX, PubR,,
2016,Texas A & M University-College Station,228723,Accepted (Spring Semester),3.65,,1990,710,670,610,,,,Engineering - Chemical,21,,,TX, PubR,,
2017,Texas A & M University-College Station,228723,Alternate Admission,3.67,,2010,600,780,630,,,,Engineering - Computer ,24,12,EA  ,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.85,,1520,,,,32,,,Government,18,18,,TX, PubR,,
2015,Texas A & M University-College Station,228723,Accepted  ,3.41,,,,,,29,,,English  ,29,14,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.2,,1410,700,710,,,,,Engineering - Chemical,10,12,EA  ,TX,PrivA,,checked
2018,Texas A & M University-College Station,228723,Accepted  ,3.38,,,,,,30,,,Political Science,4,14,EA  ,TX,PrivA,,checked
2019,Texas A & M University-College Station,228723,Accepted  ,3.83,,1440,660,780,,30,,,Computer Science ,6,18,,TX,PubA,,
2016,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,,,,Psychology,12,,,CA, PubR,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.75,,1380,710,670,,29,,,Computer Science ,18,10,,TX,PubA,,
2019,Texas A & M University-College Station,228723,Alternate Admission,3.5,,1310,610,700,,27,,,Exercise Science,12,12,,TX, PubR,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.67,,,,,,,,,Computer Science ,22,0,,TX,PubA,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.75,1360,1430,680,750,,32,,,Computer Science ,20,22,EA  ,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,1460,750,710,,,700,,Engineering ,28,24,,TX,PubA,"$56,000 ",
2018,Texas A & M University-College Station,228723,Accepted  ,3.75,,1460,700,760,,32,710,,Business   ,18,4,EA  ,TX,PubA,,checked
2019,Texas A & M University-College Station,228723,Accepted  ,3.92,,,,,,28,,,Engineering - Aero,16,18,,TX,PubA,,
2019,Texas A & M University-College Station,228723,Alternate Admission,3.66,,1320,650,670,,,,,Economics ,6,14,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.9,,,,,,33,770,,Engineering - Mechanical ,18,10,EA  ,CA, PubR,,
2018,Texas A & M University-College Station,228723,Guaranteed Transfer,3.24,,1250,630,620,,29,,,Journalism - Broadcast,12,12,EA  ,TX, PubR,,checked
2019,Texas A & M University-College Station,228723,Not Accepted,2.79,1050,1080,550,530,,22,,,Economics ,4,6,,TX, PubR,,checked
2017,Texas A & M University-College Station,228723,Alternate Admission,3.17,,1100,560,540,,,,,Business   ,2,12,,TX,PrivR,,
2019,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,33,,,Computer Science ,,,,TX,PrivA,,
2016,Texas A & M University-College Station,228723,Accepted  ,3.78,,2000,680,650,670,,,,Nursing,20,,,TX,PrivA,,
2018,Texas A & M University-College Station,228723,Guaranteed Transfer,3.77,,1420,720,700,,32,,,Business   ,16,22,EA  ,TX, PubR,,checked
2015,Texas A & M University-College Station,228723,Not Accepted,2.5,,,,,,,,,Engineering - Mechanical ,10,22,,NC, PubR,,
2016,Texas A & M University-College Station,228723,Not Accepted,3.7,,1690,520,610,560,,,,Engineering - Petroleum,1,3,EA  ,CT,PubA,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.48,,,,,,34,,,Engineering - Mechanical ,12,20,EA  ,TX, PubR,,checked
2018,Texas A & M University-College Station,228723,Accepted  ,3.91,,1570,770,800,,,800,770,Pre - Med,26,18,EA  ,TX, PubR,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.54,,1520,720,800,,35,,,Neuroscience,34,16,,TX,PubA,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.57,,,,,,,,,Undecided,10,0,,TX, PubR,,
2019,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,33,,,Engineering - Electrical,28,20,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,1290,690,600,,27,,,Communication,8,28,,TX,PrivA,,checked
2019,Texas A & M University-College Station,228723,Accepted  ,3.9,,1360,690,670,,28,,,Communication,14,18,,TX,,,
2016,Texas A & M University-College Station,228723,Accepted  ,3.55,,1930,650,660,620,,710,,Engineering - Mechanical ,9,6,,CA,PrivR,,
2016,Texas A & M University-College Station,228723,Accepted  ,3.65,,2000,620,740,640,,,,Computer Science ,14,,,TX, PubR,"$88,000 ",checked
2019,Texas A & M University-College Station,228723,Accepted  ,3.55,,1350,620,730,,,,,Engineering - Industrial,24,12,EA  ,TX,PubA,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.29,,,,,,30,,,Business - Marketing,8,10,EA  ,CA,PrivR,"$8,000 ",
2017,Texas A & M University-College Station,228723,Accepted  ,3.58,,,,,,,590,590,Psychology,20,18,,TX,PubA,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.18,,,,,,32,,,Economics ,4,13,,CA,PrivA,,
2019,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,34,800,,Engineering - Biomedical,22,16,,TX, PubR,,
2019,Texas A & M University-College Station,228723,Not Accepted,3.2,,1090,540,550,,,,,Pre - Nursing,4,8,,TX, PubR,,
2017,Texas A & M University-College Station,228723,Not Accepted,3.2,,,,,,,,,Business - Sports Management,6,0,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Alternate Admission,3.42,,1180,560,620,,,,,Undecided,10,16,,TX,PubA,,checked
2017,Texas A & M University-College Station,228723,Deferred  ,3.2,,,,,,,,,Biology - Animal & Vet Science,10,8,,CA,PubA,,
2016,Texas A & M University-College Station,228723,Waitlisted,3.75,,1850,620,610,620,,,,Business   ,8,6,,CA,PrivA,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.13,1270,1270,630,640,,,,,Engineering - Civil,22,12,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,1470,720,750,,,720,,Engineering - Biomedical,12,18,EA  ,TX,PrivA,,checked
2019,Texas A & M University-College Station,228723,Alternate Admission,3.25,1380,1380,680,700,,32,,,Business   ,10,8,,TX, PubR,,
2019,Texas A & M University-College Station,228723,Accepted   ,3.75,,,,,,33,,,Government,6,14,,TX, PubR,,
2019,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,34,740,,Engineering ,18,4,,WA,PubA,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.86,,,,,,29,,,Biology - Animal & Vet Science,18,18,,CA,PrivR,,
2019,Texas A & M University-College Station,228723,Alternate Admission,3.3,1310,1310,610,700,,,,,Engineering - Mechanical ,0,6,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,1520,730,790,,,700,790,Physics,12,26,,TX,PrivA,"$40,000 ",
2016,Texas A & M University-College Station,228723,Accepted  ,3.9,,1860,590,690,580,,,,Engineering - Mechanical ,8,,,TX, PubR,,
2016,Texas A & M University-College Station,228723,Alternate Admission,3.85,,,,,,,,,Nursing,12,,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.88,,1490,730,760,,,690,,Engineering - Mechanical ,22,22,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Guaranteed Transfer,3.58,,,,,,28,,,Nursing,22,14,EA  ,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.82,,1480,720,760,,,750,,Engineering - Biomedical,18,27,EA  ,TX,PrivR,,
2017,Texas A & M University-College Station,228723,Accepted  ,4,,2220,700,780,740,,750,630,Engineering ,14,22,,WA,PrivR,,
2017,Texas A & M University-College Station,228723,Accepted  ,4,,2260,710,750,800,,800,770,Computer Science ,28,4,EA  ,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,1390,710,680,,30,,,Business   ,18,22,,TX,PrivA,,
2018,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,32,,,Biology  ,18,22,EA  ,TX, PubR,"$40,000 ",
2018,Texas A & M University-College Station,228723,Alternate Admission,3.36,,1080,540,540,,,,,Undecided,6,2,,TX,PubA,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.96,,1570,780,790,,34,780,770,Biology - Animal & Vet Science,22,16,,TX,PubA,,
2018,Texas A & M University-College Station,228723,Not Accepted,3.5,,1310,690,620,,,,,Pre - Med,14,4,,WA,PubA,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.91,,1520,740,780,,34,760,,Engineering ,27,8,,TX, PubR,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.65,,1480,690,790,630,,,,Biology  ,32,8,EA  ,TX,PrivR,,
2019,Texas A & M University-College Station,228723,Accepted  ,4,1430,1480,710,770,,,760,,Computer Science ,20,26,,TX,PubA,,
2019,Texas A & M University-College Station,228723,Accepted  ,3.81,,,,,,28,,,Education - Early ,18,10,EA  ,TX,PrivA,,
2016,Texas A & M University-College Station,228723,Accepted  ,3.73,,2170,680,740,750,,,,Business   ,22,,,TX, PubR,,
2018,Texas A & M University-College Station,228723,Accepted  ,3.5,,1360,630,730,,,,,Engineering ,,,EA  ,TX,PubA,,
2019,Texas A & M University-College Station,228723,Not Accepted,3.17,,,,,,25,,,Business   ,10,4,,WA, PubR,,
2017,Texas A & M University-College Station,228723,Accepted  ,3.92,,1470,750,720,,,,,Engineering - Mechanical ,22,,,TX, PubR,,
2020,Texas A & M University-College Station,228723,__ Not reported,3.58,1240,1240,580,660,,,,,Engineering - Chemical,2,10,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.3,,1250,560,690,,,,,Engineering ,12,,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Alternate Admission,3.75,1320,1320,660,660,,,,,Communication,8,8,REA,TX,PubA,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.61,,1140,560,580,,24,,,Design,19,0,EA  ,TX,PubA,,checked
2020,Texas A & M University-College Station,228723,Accepted  ,3.72,,,,,,32,,,Biology ,4,8,,CA, PubR,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.33,,,,,,29,,,Environmental Science - Earth and Oceanographic Science,2,9,EA  ,CA,PrivR,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.7,,,,,,35,750,730,Biology ,20,4,,TX, PubR,,
2020,Texas A & M University-College Station,228723,Alternate Admission,3.85,1120,1120,580,540,,,,,Education - Early ,3,,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,4,,,,,,35,730,710,Engineering - Biomedical,19,23,EA  ,CA,PrivR,,
2020,Texas A & M University-College Station,228723,Accepted  ,4,1320,1320,670,650,,,,,Biology ,16,14,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.95,1400,1400,740,660,,,,,Political Science,4,,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.8,,,,,,33,,,Engineering - Mechanical ,14,8,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.67,1310,1310,660,650,,,,,Political Science,10,10,,TX, PubR,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.25,,,,,,26,,,Business - Management,2,8,EA  ,CA,PrivA,,
2020,Texas A & M University-College Station,228723,Waitlisted,3.25,,,,,,30,,,Sports Management,13,14,,CA, PubR,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.67,,1530,740,790,,,,,Business  ,16,,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.82,,,,,,29,,,Engineering - Computer ,24,16,EA  ,TX,PrivA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.6,,1400,640,760,,32,800,,Engineering ,22,,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.95,1420,1420,650,770,,,,,Engineering ,6,,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.12,1470,1510,740,770,,,780,,Engineering - Mechanical ,18,18,EA  ,CA,PrivR,"$14,000 ",
2020,Texas A & M University-College Station,228723,Accepted  ,3.9,1430,1430,690,740,,,,,Engineering ,5,,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.4,1430,1430,680,750,,34,,,Biology ,8,8,,TX, PubR,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.46,1110,1110,580,530,,,,,Undecided,1,8,REA,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.88,1560,1560,770,790,,,730,,Business  ,30,16,,TX, PubR,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.71,1390,1440,650,790,,,780,650,Engineering - Electrical ,16,8,EA  ,CA, PubR,,
2020,Texas A & M University-College Station,228723,Not Accepted,2.25,980,980,470,510,,,,,Nursing - Pre,10,10,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.91,1490,1490,770,720,,35,770,720,Biology ,20,19,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Deferred then not accepted ,3.9,,,,,,31,,,Engineering - Civil,18,,EA  ,TX, PubR,,checked
2020,Texas A & M University-College Station,228723,Accepted  ,4,1420,1420,730,670,,,,,Engineering - Biomedical,24,20,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.47,,1350,660,690,,,,,Business  ,10,,,TX, PubR,,
2020,Texas A & M University-College Station,228723,Accepted  ,4,1550,1550,780,770,,,730,720,Biology ,24,28,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,4,1410,1430,660,770,,,,,Engineering - Environmental,18,18,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.6,,,,,,26,,,Biology ,12,20,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.64,,,,,,34,800,800,Engineering - Chemical,10,27,EA  ,MA, PubR,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.36,,,,,,22,,,Psychology ,6,6,,TX, PubR,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.97,1270,1270,660,610,,25,,,Government,1,9,EA  ,TX,PubA,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.3,1140,1160,610,550,,,,,Biology - Pre Vet,2,8,,TX,PrivA,,checked
2020,Texas A & M University-College Station,228723,Accepted  ,3.5,,,,,,27,,,Biology - Animal & Vet Science,10,4,,CA, PubR,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.92,,,,,,35,,,Engineering ,22,18,EA  ,TX, PubR,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.75,,,,,,30,,,Nursing,16,22,,TX,PubA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.68,,,,,,29,,,Business  ,12,,,CA, PubR,,
2020,Texas A & M University-College Station,228723,Accepted  ,4,1540,1540,750,790,,,800,700,Computer Science ,26,22,EA  ,TX, PubR,,
2020,Texas A & M University-College Station,228723,Not Accepted,3.18,1240,1260,680,580,,,,,Business  ,4,4,EA  ,TX,PrivA,,
2020,Texas A & M University-College Station,228723,Accepted  ,3.8,1250,1250,620,630,,,,,Physics,,,,TX,PubA,,
2018,Texas A & M University-Corpus Christi,224147,Accepted  ,3.75,,1180,600,580,,,,,Biology  ,14,7,,TX, PubR,,
2015,Texas A & M University-Corpus Christi,224147,Accepted  ,2.5,,,,,,,,,Physics,10,22,,NC, PubR,,
2018,Texas A & M University-Corpus Christi,224147,Accepted  ,3.53,,,,,,29,,,Biology - Biomedical Science,16,20,,TX,PubA,,
2018,Texas A & M University-Corpus Christi,224147,Accepted  ,3.36,,1080,540,540,,,,,Undecided,6,2,,TX,PubA,,
2019,Texas A & M University-Corpus Christi,224147,Accepted  ,3.05,,,,,,29,,,Nursing,16,14,,TX,PubA,,
2018,Texas A & M University-Corpus Christi,224147,Accepted  ,3.14,,1130,560,570,,,,,Business - Construction Mgmt,2,8,,TX, PubR,,
2019,Texas A & M University-Corpus Christi,224147,Accepted  ,3.19,,1350,690,660,,,,,Biology - Marine,6,20,,TX, PubR,,
2020,Texas A & M University-Corpus Christi,224147,Accepted  ,3.79,1160,1210,630,580,,,,,Biology - Marine,3,,REA,TX,PubA,,
2020,Texas A & M University-Corpus Christi,224147,Accepted  ,2.25,980,980,470,510,,,,,Nursing - Pre,10,10,,TX,PubA,"$32,000 ",
2018,Texas A & M University-Galveston,228653,Accepted  ,3.53,,,,,,29,,,Biology - Marine,16,20,,TX,PubA,,
2020,Texas A & M University-Galveston,228653,Accepted  ,3.3,1140,1160,610,550,,,,,Biology - Pre Vet,2,8,,TX,PrivA,"$18,000 ",checked
2020,Texas A & M University-Galveston,228653,Accepted  ,3.18,1240,1260,680,580,,,,,Business  ,4,4,,TX,PrivA,,
2017,Texas Christian University,228875,Not Accepted,2.85,,,,,,,,,Business - Finance,6,8,,CA, PubR,"$80,000 ",
2015,Texas Christian University,228875,Not Accepted,3.3,,,,,,,,,Psychology,9,4,,CA, PubR,"$72,000 ",
2017,Texas Christian University,228875,Waitlisted,3.4,,,,,,,,,Undecided,10,10,,CA, PubR,,
2017,Texas Christian University,228875,Accepted  ,3.52,,,,,,,,,Kinesiology,10,6,ED ,CA, PubR,,
2019,Texas Christian University,228875,Accepted  ,3.8,,,,,,27,,,Undecided,6,4,EA  ,NJ, PubR,,checked
2015,Texas Christian University,228875,Accepted  ,3.39,,,,,,,570,,Business   ,16,,,CA, PubR,,
2019,Texas Christian University,228875,Accepted  ,4,1340,1340,670,670,,,,,Biology  ,6,24,EA  ,CA,PrivA,,
